Manufacturer,Model,Model Year,vehicle_age,mileage_km,km_per_year,Fuel Type,Transmission,Condition,body_type,engine_cc,is_luxury,Colour,location,price_lkr
Suzuki,Wagon R,2015,9,112438.5,11243.85,Petrol,Automatic,Used,Hatchback,650,0,red,Agalawatta Find Out More,5300000.0
Mercedes Benz,E180 AMG,2019,5,27000.0,4500.0,Petrol,Automatic,Used,Saloon,1497,1,blue,Heiyanthuduwa,30000000.0
Toyota,Aqua,2013,11,170000.0,14166.666666666666,Petrol,Automatic,Used,Hatchback,1000,0,white,Colombo Fort (Colombo 01),7000000.0
Suzuki,Wagon R,2017,7,92000.0,11500.0,Petrol,Automatic,Used,Hatchback,650,0,gray,Bambalapitiya (Colombo 04),6150000.0
Suzuki,Swift,2004,20,122000.0,5809.523809523809,Petrol,Manual,Used,Hatchback,760,0,black,Matara,4175000.0
Toyota,Corolla,2000,24,150000.0,6000.0,Petrol,Automatic,Used,Saloon,1500,0,silver,Ja-Ela Find Out More,5750000.0
Toyota,Passo,2015,9,115500.0,11550.0,Petrol,Automatic,Used,Hatchback,996,0,blue,Kadawatha,6850000.0
Toyota,Vitz,1999,25,210000.0,8076.923076923077,Petrol,Automatic,Used,Hatchback,800,0,gold,Kelinkanda Find Out More,4000000.0
Suzuki,Spacia,2017,7,72700.0,9087.5,Petrol,Automatic,Used,Hatchback,960,0,yellow,Gampaha,6450000.0
Toyota,Yaris,2007,17,134000.0,7444.444444444444,Petrol,Manual,Used,Hatchback,1300,0,blue,Akurana,5350000.0
Mitsubishi,Lancer,1997,27,150000.0,5357.142857142857,Petrol,Manual,Used,Saloon,1300,0,red,Alahengama Find Out More,4050000.0
Honda,Fit,2011,13,140000.0,10000.0,Hybrid,Automatic,Used,Hatchback,1330,0,green,Kalpitiya,6500000.0
Toyota,Yaris,2023,1,28800.0,14400.0,Hybrid,Automatic,Brand New,Hatchback,1500,0,black,Rajagiriya,13000000.0
Mitsubishi,eK,2023,1,6600.0,3300.0,Petrol,Automatic,Brand New,Liftback,660,0,silver,Kottawa Find Out More,6850000.0
Suzuki,Hustler,2024,0,18326.0,18326.0,Petrol,Automatic,Brand New,Hatchback,650,0,blue,Rajagiriya,8000000.0
Toyota,Vitz,2010,14,185000.0,12333.333333333334,Petrol,Automatic,Used,Hatchback,996,0,silver,Kurunegala,5675000.0
Suzuki,Swift,2004,20,110000.0,5238.0952380952385,Petrol,Automatic,Used,Liftback,1320,0,blue,Galle,4275000.0
Suzuki,Swift,2000,24,180000.0,7200.0,Petrol,Automatic,Used,Hatchback,1300,0,blue,Nugegoda,3550000.0
Daihatsu,Mira,2023,1,1234.0,617.0,Petrol,Automatic,Brand New,Liftback,660,0,blue,Kottawa,6400000.0
Toyota,Corona,2000,24,152000.0,6080.0,Diesel,Automatic,Used,Saloon,2000,0,silver,Ragama,5800000.0
Suzuki,Alto,2015,9,123000.0,12300.0,Petrol,Manual,Used,Hatchback,800,0,red,Kadawatha,3700000.0
Suzuki,Swift,2008,16,116000.0,6823.529411764706,Petrol,Automatic,Used,Hatchback,1300,0,blue,Malabe,5450000.0
Toyota,Corolla,2004,20,147000.0,7000.0,Petrol,Automatic,Used,Saloon,1500,0,blue,Malabe,6190000.0
Toyota,Corsa,1993,31,180000.0,5625.0,Petrol,Automatic,Used,Saloon,1300,0,gray,Malabe,3050000.0
Honda,Grace,2016,8,68000.0,7555.555555555556,Petrol,Automatic,Used,Sedan,1200,0,white,Kiribathgoda,11500000.0
Suzuki,Alto,2008,16,202000.0,11882.35294117647,Petrol,Manual,Used,Hatchback,800,0,red,Kotagala,2700000.0
Daihatsu,Move,2016,8,78000.0,8666.666666666666,Petrol,Automatic,Used,Hatchback,658,0,silver,Weliveriya,5890000.0
Suzuki,Wagon R,2018,6,95000.0,13571.42857142857,Hybrid,Automatic,Used,Unknown,660,0,white,Minuwangoda,6890000.0
Toyota,Premio,2016,8,139000.0,15444.444444444445,Petrol,Automatic,Used,Liftback,1500,0,white,Nugegoda,13700000.0
Toyota,Premio,2019,5,113000.0,18833.333333333332,Petrol,Automatic,Used,Unknown,1500,0,white,Kollupitiya (Colombo 03),15300000.0
Suzuki,Celerio,2017,7,93000.0,11625.0,Petrol,Automatic,Used,Hatchback,1000,0,red,Kadawatha,5275000.0
Suzuki,Wagon R,2016,8,90000.0,10000.0,Petrol,Automatic,Reconditioned,Hatchback,650,0,red,Matara,5600000.0
Suzuki,Spacia,2024,0,3500.0,3500.0,Hybrid,Automatic,Brand New,Unknown,650,0,gray,Kurunegala Find Out More,9600000.0
Daihatsu,Mira,2023,1,6600.0,3300.0,Petrol,Automatic,Brand New,Hatchback,660,0,blue,Kottawa,6400000.0
Nissan,Dayz,2024,0,6600.0,6600.0,Petrol,Automatic,Brand New,Hatchback,660,0,black,Kottawa,7325000.0
Toyota,Premio,2012,12,124000.0,9538.461538461539,Petrol,Automatic,Reconditioned,Liftback,1500,0,white,Kadawatha,9800000.0
Suzuki,Wagon R,2017,7,115000.0,14375.0,Petrol,Automatic,Used,Hatchback,660,0,gray,Sooriyawewa Town,6075000.0
Honda,Shuttle,2012,12,0.0,0.0,Hybrid,Automatic,Used,Unknown,1500,0,blue,Ratnapura,8400000.0
Suzuki,Wagon R,2016,8,100000.0,11111.111111111111,Petrol,Automatic,Used,Hatchback,660,0,blue,Dehiwala,5550000.0
Suzuki,Spacia,2024,0,3500.0,3500.0,Hybrid,Automatic,Brand New,Unknown,650,0,white,Kurunegala Find Out More,9700000.0
Toyota,Corolla,1986,38,200000.0,5128.205128205128,Petrol,Manual,Used,Hatchback,1300,0,white,Matale,1450000.0
Mercedes Benz,C Class,2000,24,204000.0,8160.0,Petrol,Automatic,Used,Sedan,2000,1,beige,Beruwala,6200000.0
Honda,Grace,2017,7,119800.0,14975.0,Hybrid,Automatic,Used,Unknown,1500,0,white,Moratuwa,9875000.0
Toyota,Vitz,2019,5,59000.0,9833.333333333334,Petrol,Automatic,Used,Unknown,1000,0,white,Kalmunai,8790000.0
Toyota,Vitz,2019,5,68000.0,11333.333333333334,Petrol,Automatic,Used,Unknown,1000,0,white,Kalmunai,8550000.0
Toyota,Prius,2013,11,0.0,0.0,Hybrid,Automatic,Used,Unknown,1500,0,white,Alutgama,8995000.0
Toyota,Axio,2017,7,198000.0,24750.0,Hybrid,Automatic,Used,Unknown,1500,0,white,Ambalangoda,12100000.0
Suzuki,Alto,2002,22,170000.0,7391.304347826087,Petrol,Automatic,Used,Unknown,800,0,blue,Ratmalana Find Out More,1700000.0
Audi,A3,2023,1,20000.0,10000.0,Petrol,Automatic,Reconditioned,Sedan,1000,1,black,Balapitiya,21500000.0
Suzuki,Celerio,2015,9,56000.0,5600.0,Petrol,Automatic,Used,Hatchback,1000,0,white,Kadawatha,4790000.0
Perodua,Axia,2016,8,106000.0,11777.777777777777,Petrol,Automatic,Used,Hatchback,1000,0,blue,Kadawatha,5475000.0
Suzuki,Celerio,2016,8,115000.0,12777.777777777777,Petrol,Automatic,Used,Hatchback,1000,0,white,Kadawatha,5275000.0
Suzuki,Swift,2007,17,145000.0,8055.555555555556,Petrol,Manual,Used,Hatchback,760,0,black,Mawathagama,4325000.0
Suzuki,Spacia,2016,8,80000.0,8888.888888888889,Petrol,Automatic,Used,Hatchback,700,0,black,Pujapitiya,6000000.0
Toyota,Passo,2017,7,71000.0,8875.0,Petrol,Automatic,Used,Hatchback,760,0,blue,Kegalle,5500000.0
Mazda,Flair,2016,8,140000.0,15555.555555555555,Petrol,Automatic,Used,Hatchback,660,0,silver,Angoda,5400000.0
Suzuki,Wagon R,2018,6,105000.0,15000.0,Petrol,Automatic,Reconditioned,Hatchback,650,0,red,Ratnapura,6200000.0
Toyota,Prius,2007,17,178700.0,9927.777777777777,Hybrid,Automatic,Used,Hatchback,1490,0,silver,Medawachchiya,6950000.0
Toyota,Axio,2015,9,52000.0,5200.0,Petrol,Automatic,Used,Sedan,1490,0,other,Gampaha,10700000.0
Mazda,Demio,2009,15,180000.0,11250.0,Petrol,Automatic,Used,Hatchback,1300,0,white,Pelmadulla,5480000.0
Toyota,Corolla,2000,24,105000.0,4200.0,Petrol,Automatic,Used,Sedan,1490,0,white,Boralesgamuwa,3250000.0
Toyota,Premio,2015,9,200000.0,20000.0,Petrol,Automatic,Used,Saloon,1500,0,maroon,Borella (Colombo 08),12950000.0
Suzuki,Celerio,2015,9,130000.0,13000.0,Petrol,Automatic,Used,Hatchback,960,0,yellow,Colombo Fort (Colombo 01),4200000.0
Suzuki,Celerio,2017,7,58000.0,7250.0,Petrol,Automatic,Used,Hatchback,1000,0,gray,Kadawatha,5325000.0
Perodua,Axia,2017,7,83000.0,10375.0,Petrol,Automatic,Used,Hatchback,1000,0,gray,Kadawatha,5825000.0
Suzuki,Celerio,2014,10,103000.0,9363.636363636364,Petrol,Automatic,Used,Hatchback,1000,0,red,Kadawatha,4675000.0
Toyota,Allion,2013,11,120000.0,10000.0,Petrol,Automatic,Used,Saloon,1490,0,black,Gampaha,10500000.0
Suzuki,Wagon R,2018,6,88000.0,12571.42857142857,Hybrid,Automatic,Used,Hatchback,760,0,white,Kurunegala,6700000.0
Toyota,Allion,2013,11,110000.0,9166.666666666666,Petrol,Automatic,Used,Saloon,1490,0,maroon,Kandy,10300000.0
Nissan,Sunny,1994,30,132728.0,4281.548387096775,Petrol,Manual,Used,Hatchback,1500,0,white,Chilaw Find Out More,3000000.0
Perodua,Viva,2011,13,110000.0,7857.142857142857,Petrol,Manual,Used,Hatchback,960,0,black,Matara,4290000.0
Suzuki,Maruti,2010,14,125500.0,8366.666666666666,Petrol,Manual,Used,Liftback,800,0,black,Kurunegala Find Out More,3050000.0
Toyota,Vios,2004,20,155000.0,7380.952380952381,Petrol,Automatic,Used,Hatchback,1500,0,other,Anuradhapura Find Out More,5500000.0
Suzuki,Wagon R,2024,0,1850.0,1850.0,Hybrid,Automatic,Brand New,Sedan,650,0,white,Nugegoda,7750000.0
Toyota,Carina,2008,16,150500.0,8852.941176470587,Petrol,Manual,Used,Hatchback,1500,0,other,Anuradhapura Find Out More,5500000.0
Suzuki,Alto,2015,9,95600.0,9560.0,Petrol,Manual,Used,Liftback,800,0,black,Malgalla Talangalla,4100000.0
Nissan,AD Wagon,2001,23,200000.0,8333.333333333334,Petrol,Automatic,Used,Station wagon,1300,0,white,Bemmulla,3450000.0
Suzuki,Wagon R,2023,1,8000.0,4000.0,Hybrid,Automatic,Brand New,Hatchback,650,0,black,Matara,7700000.0
Hyundai,Accent,2001,23,210000.0,8750.0,Petrol,Manual,Used,Sedan,1500,0,brown,Veyangoda,2250000.0
Toyota,Pixis,2018,6,55000.0,7857.142857142857,Petrol,Manual,Used,Hatchback,960,0,white,Negombo,5675000.0
Suzuki,Spacia,2015,9,138000.0,13800.0,Petrol,Automatic,Used,Hatchback,960,0,pink,Monaragala,5900000.0
Toyota,Yaris,2013,11,120000.0,10000.0,Petrol,Manual,Used,Sedan,1490,0,blue,Moratuwa,6850000.0
Toyota,Vitz,2013,11,141000.0,11750.0,Petrol,Automatic,Used,Hatchback,960,0,white,Homagama,6075000.0
Honda,Civic,2005,19,172000.0,8600.0,Petrol,Manual,Used,Sedan,1600,0,black,Colombo Fort (Colombo 01),5800000.0
Toyota,Aqua,2015,9,134000.0,13400.0,Hybrid,Automatic,Used,Hatchback,1490,0,gray,Kandy,8175000.0
Toyota,Yaris,2023,1,76500.0,38250.0,Petrol,Automatic,Reconditioned,Hatchback,1000,0,white,Kotte,7950000.0
Suzuki,Wagon R,2017,7,88600.0,11075.0,Hybrid,Automatic,Used,Hatchback,650,0,white,Attanagalla,6385000.0
Nissan,Sunny,2003,21,194000.0,8818.181818181818,Petrol,Manual,Used,Saloon,1600,0,gray,Mirigama,4100000.0
Suzuki,Wagon R,2007,17,122000.0,6777.777777777777,Petrol,Manual,Used,Hatchback,1061,0,black,Mulleriyawa New Town,3540000.0
Suzuki,Wagon R,2018,6,76000.0,10857.142857142857,Petrol,Automatic,Used,Station wagon,650,0,white,Wellampitiya,7175000.0
Suzuki,Swift,2004,20,156000.0,7428.571428571428,Petrol,Manual,Used,Hatchback,760,0,red,Yatiyantota,4700000.0
Hyundai,Santro,2004,20,197000.0,9380.952380952382,Petrol,Manual,Used,Hatchback,760,0,gray,Kadawatha,2400000.0
Toyota,Vitz,2018,6,30500.0,4357.142857142857,Petrol,Automatic,Used,Hatchback,1000,0,blue,Peradeniya,9500000.0
Suzuki,Maruti,2007,17,131200.0,7288.888888888889,Petrol,Manual,Used,Saloon,800,0,blue,Divulapitiya,2175000.0
Daihatsu,Boon,2017,7,52000.0,6500.0,Petrol,Automatic,Used,Sedan,1000,0,red,Wellampitiya,7550000.0
Toyota,Aqua,2012,12,101000.0,7769.2307692307695,Hybrid,Automatic,Used,Liftback,1490,0,silver,Maharagama,7050000.0
Toyota,Vitz,2007,17,107000.0,5944.444444444444,Petrol,Automatic,Used,Hatchback,1300,0,silver,Kesbewa,5490000.0
Toyota,Prius,2009,15,200000.0,12500.0,Hybrid,Automatic,Used,Hatchback,1780,0,blue,Kalutara,8400000.0
Toyota,Vitz,2015,9,128000.0,12800.0,Petrol,Automatic,Used,Hatchback,960,0,black,Athurugiriya,7800000.0
Toyota,Corolla,1999,25,275000.0,10576.923076923076,Petrol,Manual,Used,Sedan,1500,0,white,Hanwella,4375000.0
Nissan,Primera,2001,23,140000.0,5833.333333333333,Petrol,Automatic,Used,Sedan,1800,0,blue,Kegalle,3700000.0
Suzuki,Maruti,2002,22,95000.0,4130.434782608696,Petrol,Manual,Used,Convertible,0,0,brown,Piliyandala,3650000.0
Suzuki,Alto,2015,9,180000.0,18000.0,Petrol,Manual,Used,Hatchback,880,0,silver,Maharagama,3795000.0
Suzuki,Maruti,2010,14,125500.0,8366.666666666666,Petrol,Manual,Used,Unknown,800,0,blue,Pilimatalawa Find Out More,1750000.0
Toyota,Premio,2010,14,118000.0,7866.666666666667,Petrol,Automatic,Used,Hatchback,1500,0,black,Kandy,8950000.0
Mitsubishi,Lancer,1997,27,135000.0,4821.428571428572,Petrol,Automatic,Used,Sedan,1300,0,blue,Narahenpita (Colombo 05),4000000.0
Suzuki,Alto,2015,9,96000.0,9600.0,Petrol,Manual,Used,Hatchback,796,0,red,Medirigiriya,3700000.0
Suzuki,Wagon R,2017,7,180000.0,22500.0,Petrol,Automatic,Used,Hatchback,998,0,white,Kadawatha,6490000.0
Toyota,Prius,2013,11,140000.0,11666.666666666666,Petrol,Automatic,Used,Hatchback,1798,0,silver,Panadura,9850000.0
Micro,Panda Cross,2016,8,38400.0,4266.666666666667,Petrol,Manual,Used,Hatchback,1300,0,black,Dehiwala,4100000.0
Toyota,Vitz,2016,8,87565.0,9729.444444444445,Petrol,Automatic,Used,Hatchback,1000,0,white,Kandy,7300000.0
Toyota,Vitz,2010,14,91000.0,6066.666666666667,Petrol,Automatic,Used,Hatchback,650,0,black,Panadura,5650000.0
Suzuki,Spacia,2024,0,3500.0,3500.0,Hybrid,Automatic,Reconditioned,Hatchback,650,0,white,Panadura Find Out More,9500000.0
Renault,KWID,2016,8,53842.0,5982.444444444444,Petrol,Manual,Used,Hatchback,1000,0,white,Panadura,3600000.0
Suzuki,Alto,2010,14,133000.0,8866.666666666666,Petrol,Manual,Used,Hatchback,660,0,maroon,Kadawatha,2950000.0
Suzuki,Spacia,2024,0,300.0,300.0,Hybrid,Automatic,Brand New,Unknown,650,0,red,Kurunegala,9600000.0
Suzuki,Spacia,2024,0,200.0,200.0,Hybrid,Automatic,Brand New,Unknown,650,0,black,Kurunegala,9600000.0
Honda,City,2001,23,22000.0,916.6666666666666,Petrol,Manual,Used,Saloon,1500,0,gray,Anuradhapura,3900000.0
Toyota,Aqua,2015,9,150000.0,15000.0,Petrol,Automatic,Used,Liftback,1300,0,white,Kotawehera,8100000.0
Toyota,Aqua,2016,8,95000.0,10555.555555555555,Petrol,Automatic,Used,Hatchback,1300,0,pink,Hinatiyana Madawala Find Out More,7500000.0
Toyota,Aqua,2014,10,120000.0,10909.09090909091,Petrol,Automatic,Used,Hatchback,1500,0,blue,Negombo,7500000.0
Suzuki,Alto,2014,10,95000.0,8636.363636363636,Petrol,Manual,Used,Hatchback,800,0,white,Kuliyapitiya,4000000.0
Tata,Indica,2014,10,141000.0,12818.181818181818,Petrol,Manual,Used,Hatchback,1200,0,maroon,Matara,5400000.0
Suzuki,Spacia,2024,0,200.0,200.0,Hybrid,Automatic,Brand New,Unknown,650,0,white,Kurunegala,9600000.0
Daihatsu,Mira,2024,0,2000.0,2000.0,Petrol,Automatic,Reconditioned,Liftback,658,0,white,Minuwangoda,6300000.0
Suzuki,Spacia,2024,0,3500.0,3500.0,Hybrid,Automatic,Brand New,Unknown,650,0,green,Kurunegala Find Out More,9600000.0
Suzuki,Wagon R,2014,10,205000.0,18636.363636363636,Petrol,Automatic,Used,Unknown,650,0,white,Tangalla,5200000.0
Mitsubishi,Lancer,1980,44,113000.0,2511.1111111111113,Petrol,Manual,Used,Saloon,1400,0,green,Kuruwita Find Out More,1375000.0
Toyota,Axio,2013,11,1500.0,125.0,Petrol,Automatic,Used,Saloon,1500,0,blue,Horana,8700000.0
Mitsubishi,Lancer,2003,21,115000.0,5227.272727272727,Petrol,Manual,Used,Liftback,16000,0,black,Anuradhapura,5600000.0
Toyota,Vitz,2017,7,110000.0,13750.0,Petrol,Automatic,Used,Hatchback,990,0,silver,Gampaha,7900000.0
Suzuki,Alto,2016,8,95000.0,10555.555555555555,Petrol,Manual,Used,Hatchback,800,0,other,Anuradhapura Find Out More,4500000.0
Toyota,Vios,2005,19,180000.0,9000.0,Petrol,Automatic,Used,Sedan,1496,0,silver,Mawathagama,5500000.0
Toyota,Vitz,2016,8,81000.0,9000.0,Petrol,Automatic,Used,Hatchback,990,0,gray,Delgoda,7050000.0
Suzuki,Maruti,2006,18,45000.0,2368.4210526315787,Petrol,Manual,Used,Hatchback,796,0,maroon,Dehiowita,2100000.0
Nissan,Bluebird,2007,17,175000.0,9722.222222222223,Petrol,Automatic,Used,Saloon,1500,0,maroon,Panadura,6400000.0
Toyota,Aqua,2015,9,134000.0,13400.0,Petrol,Automatic,Used,Hatchback,1300,0,black,Kandy,8100000.0
Toyota,Vitz,2016,8,95000.0,10555.555555555555,Petrol,Automatic,Used,Hatchback,990,0,black,Welpalla Find Out More,7200000.0
Suzuki,Wagon R,2018,6,76000.0,10857.142857142857,Petrol,Automatic,Used,Hatchback,800,0,black,Angoda Find Out More,6900000.0
Toyota,Prius,2010,14,241000.0,16066.666666666666,Hybrid,Automatic,Used,Sedan,1790,0,blue,Boralesgamuwa,8500000.0
Tesla,Model 3,2024,0,3500.0,3500.0,Electric,Automatic,Reconditioned,Hatchback,82,1,red,Kotahena (Colombo 13) Find Out More,31900000.0
Nissan,FB 14,1996,28,200000.0,6896.551724137931,Petrol,Manual,Used,Saloon,1500,0,gold,Matale,3275000.0
Nissan,Dayz,2017,7,64000.0,8000.0,Petrol,Automatic,Used,Station wagon,660,0,red,Ja-Ela,6550000.0
Suzuki,Celerio,2015,9,114000.0,11400.0,Petrol,Automatic,Used,Hatchback,1500,0,blue,Ragama,4650000.0
Suzuki,Hustler,2024,0,18326.0,18326.0,Hybrid,Automatic,Reconditioned,Hatchback,660,0,green,Rajagiriya,8000000.0
Nissan,FB 15,2003,21,13000.0,590.9090909090909,Diesel,Automatic,Used,Sedan,2198,0,brown,Dankotuwa,4250000.0
Daihatsu,Taft,2024,0,3500.0,3500.0,Petrol,Automatic,Brand New,Hatchback,1000,0,black,Borella (Colombo 08) Find Out More,8350000.0
Daihatsu,Taft,2024,0,9900.0,9900.0,Petrol,Automatic,Reconditioned,Hatchback,660,0,green,Rajagiriya,9300000.0
Daihatsu,Mira,2017,7,99300.0,12412.5,Petrol,Automatic,Used,Hatchback,650,0,white,Negombo,5650000.0
Toyota,Allion,2013,11,180000.0,15000.0,Hybrid,Automatic,Used,Hatchback,1200,0,maroon,Kegalle,9500000.0
Suzuki,Celerio,2015,9,97500.0,9750.0,Petrol,Automatic,Used,Hatchback,996,0,gray,Moratuwa,5100000.0
Toyota,Vitz,2018,6,68000.0,9714.285714285714,Hybrid,Automatic,Used,Hatchback,990,0,gray,Kandana,4100000.0
Toyota,Vitz,2017,7,55000.0,6875.0,Petrol,Automatic,Used,Unknown,1500,0,gray,Kandy,7650000.0
Suzuki,Alto,2014,10,140000.0,12727.272727272728,Petrol,Automatic,Used,Hatchback,650,0,black,Avissawella,3280000.0
Suzuki,Alto,2017,7,106000.0,13250.0,Petrol,Automatic,Used,Hatchback,0,0,silver,Mirigama,5200000.0
Suzuki,Alto,2015,9,132000.0,13200.0,Petrol,Manual,Used,Hatchback,800,0,black,Anuradhapura,3485000.0
Perodua,Viva,2011,13,127800.0,9128.57142857143,Petrol,Manual,Used,Hatchback,1000,0,black,Gampaha,3685000.0
Honda,Accord,2001,23,192000.0,8000.0,Petrol,Automatic,Used,Sedan,1800,0,silver,Panadura,4390000.0
Toyota,Axio,2011,13,133000.0,9500.0,Petrol,Automatic,Used,Liftback,1500,0,white,Kurunegala,7650000.0
Suzuki,Maruti,2006,18,112000.0,5894.736842105263,Petrol,Manual,Used,Hatchback,800,0,gray,Divulapitiya,2040000.0
Mitsubishi,eK,2023,1,10000.0,5000.0,Petrol,Automatic,Reconditioned,Hatchback,660,0,black,Rajagiriya,6800000.0
Suzuki,Wagon R,2016,8,86000.0,9555.555555555555,Petrol,Automatic,Used,Hatchback,650,0,gray,Gampaha,5350000.0
Toyota,Passo,2023,1,6600.0,3300.0,Petrol,Automatic,Brand New,Hatchback,660,0,other,Kottawa,8050000.0
Honda,N WGN,2024,0,100.0,100.0,Petrol,Automatic,Brand New,Hatchback,658,0,black,Negombo,8750000.0
Toyota,Premio,2018,6,53995.0,7713.571428571428,Petrol,Automatic,Used,Saloon,1500,0,white,Alutwewa,15200000.0
Toyota,Axio,2015,9,107000.0,10700.0,Hybrid,Automatic,Used,Sedan,1500,0,purple,Dompe,9500000.0
Suzuki,Wagon R,2024,0,3500.0,3500.0,Petrol,Automatic,Brand New,Hatchback,650,0,blue,Borella (Colombo 08) Find Out More,8500000.0
Honda,Grace,2017,7,120000.0,15000.0,Petrol,Automatic,Reconditioned,Liftback,1600,0,white,Matara,9000000.0
Daihatsu,Taft,2023,1,100.0,50.0,Petrol,Automatic,Brand New,Hatchback,660,0,white,Angoda,7700000.0
Suzuki,Spacia,2023,1,100.0,50.0,Petrol,Automatic,Brand New,Hatchback,658,0,blue,Angoda,8450000.0
Suzuki,Spacia,2024,0,3500.0,3500.0,Petrol,Automatic,Brand New,Hatchback,658,0,white,Nugegoda Find Out More,7950000.0
Honda,N BOX,2023,1,1234.0,617.0,Petrol,Automatic,Brand New,Liftback,658,0,silver,Kottawa,7550000.0
BMW,5 Series,2012,12,134000.0,10307.692307692309,Petrol,Automatic,Used,Saloon,1997,1,gold,Colombo Fort (Colombo 01),16500000.0
Suzuki,Wagon R,2024,0,13700.0,13700.0,Petrol,Automatic,Reconditioned,Station wagon,650,0,black,Veyangoda,7150000.0
Chevrolet,Aveo,2011,13,150000.0,10714.285714285714,Petrol,Manual,Used,Saloon,1200,0,red,Matale,3900000.0
Nissan,Tiida,2012,12,160000.0,12307.692307692309,Petrol,Automatic,Used,Saloon,1500,0,white,Matale,7000000.0
Suzuki,Alto,2024,0,3500.0,3500.0,Petrol,Automatic,Brand New,Hatchback,660,0,gray,Rajagiriya Find Out More,6850000.0
Nissan,N 16,2004,20,155000.0,7380.952380952381,Petrol,Automatic,Used,Saloon,1500,0,maroon,Maharagama Find Out More,4000000.0
Toyota,Passo,2023,1,1234.0,617.0,Petrol,Automatic,Brand New,Hatchback,660,0,maroon,Kottawa,8100000.0
Daihatsu,Thor,2023,1,11700.0,5850.0,Petrol,Automatic,Brand New,Hatchback,1000,0,white,Borella (Colombo 08),9600000.0
Daihatsu,Thor,2022,2,21000.0,7000.0,Petrol,Automatic,Brand New,Hatchback,1000,0,blue,Adampan,9800000.0
Toyota,Corolla,1986,38,1000.0,25.641025641025642,Petrol,Manual,Used,Hatchback,1300,0,blue,Kuruwita,1685000.0
Nissan,Dayz,2024,0,2500.0,2500.0,Petrol,Automatic,Brand New,Hatchback,659,0,blue,Rajagiriya,8300000.0
Nissan,Dayz,2023,1,6600.0,3300.0,Petrol,Automatic,Brand New,Hatchback,660,0,other,Kottawa,7250000.0
Toyota,Aqua,2014,10,152000.0,13818.181818181818,Petrol,Automatic,Used,Liftback,1500,0,blue,Dehiwala,7450000.0
Toyota,Passo,2023,1,6600.0,3300.0,Petrol,Automatic,Brand New,Hatchback,660,0,brown,Kottawa,8100000.0
Geely,Panda,2012,12,75000.0,5769.2307692307695,Petrol,Manual,Used,Liftback,1300,0,silver,Dankotuwa,2490000.0
Suzuki,Wagon R,2015,9,106900.0,10690.0,Petrol,Automatic,Used,Unknown,650,0,white,Akarawita,5250000.0
Suzuki,Celerio,2015,9,97000.0,9700.0,Petrol,Automatic,Used,Hatchback,1000,0,black,Nawala,4350000.0
Proton,Wira,2005,19,225000.0,11250.0,Petrol,Manual,Used,Sedan,1300,0,gold,Piliyandala,2200000.0
Toyota,Aqua,2014,10,1490.0,135.45454545454547,Hybrid,Automatic,Used,Hatchback,1490,0,red,Adampan,7100000.0
Suzuki,Spacia,2015,9,93000.0,9300.0,Petrol,Automatic,Used,Saloon,660,0,white,Nugegoda,6250000.0
Toyota,Axio,2017,7,104500.0,13062.5,Petrol,Automatic,Used,Hatchback,1500,0,white,Rajagiriya,12000000.0
KIA,Optima,2009,15,246000.0,15375.0,Petrol,Automatic,Used,Saloon,2000,0,other,Kochchikade,4600000.0
Honda,Fit,2013,11,118000.0,9833.333333333334,Petrol,Automatic,Used,Hatchback,1500,0,yellow,Kandy,6950000.0
Perodua,Viva,2013,11,138000.0,11500.0,Petrol,Automatic,Used,Hatchback,1000,0,purple,Colombo Fort (Colombo 01),4575000.0
Toyota,Prius,2014,10,134000.0,12181.818181818182,Hybrid,Automatic,Used,Liftback,1800,0,silver,Nugegoda,9500000.0
Toyota,Corolla,2008,16,158000.0,9294.117647058823,Petrol,Automatic,Used,Sedan,1490,0,blue,Yakkala,7000000.0
Mercedes Benz,S Class,2010,14,98000.0,6533.333333333333,Petrol,Automatic,Used,Sedan,3000,1,black,Kirulapone,21500000.0
Toyota,Yaris,2023,1,6600.0,3300.0,Petrol,Automatic,Brand New,Hatchback,1200,0,white,Kandana Find Out More,8300000.0
Suzuki,Alto,2015,9,95000.0,9500.0,Petrol,Automatic,Used,Hatchback,650,0,blue,Akarawita,3600000.0
Ford,Fiesta,2011,13,217000.0,15500.0,Petrol,Automatic,Used,Sedan,1400,0,gray,Adampan,5100000.0
Toyota,Aqua,2013,11,132000.0,11000.0,Hybrid,Automatic,Used,Liftback,1490,0,white,Adampan,7600000.0
Suzuki,Wagon R,2018,6,94000.0,13428.57142857143,Petrol,Automatic,Used,Hatchback,650,0,white,Kurunegala,6550000.0
Nissan,Dayz,2017,7,115500.0,14437.5,Petrol,Automatic,Reconditioned,Station wagon,660,0,silver,Rajagiriya,5775000.0
Suzuki,Estilo,2011,13,150000.0,10714.285714285714,Petrol,Manual,Used,Hatchback,1000,0,brown,Adampan,3990000.0
Toyota,Axio,2007,17,180000.0,10000.0,Petrol,Automatic,Used,Sedan,1496,0,silver,Kirillawala,6875000.0
Suzuki,Swift,2004,20,134000.0,6380.952380952381,Petrol,Automatic,Used,Hatchback,1000,0,silver,Kirulapone,4200000.0
BMW,5 Series,1998,26,174500.0,6462.962962962963,Petrol,Automatic,Used,Hatchback,0,1,red,Dehiwala,4800000.0
